team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CBJ,2021,CBJ,CBJ,Team Level,all,47,0.45,0.48,0.47,170788.0,1408.31,135.58,95.78,317.59,45.35,779.22,584.48,130.64,135.78,130.85,1390.0,568.0,657.0,2615.0,146.0,92.0,19.0,354.0,47.0,579.0,740.0,1244.0,1812.0,152.0,323.0,1300.0,825.0,356.0,368.0,1429.0,404.0,125.0,42.51,48.26,44.81,48.0,48.0,50.0,2608.37,1958.0,1958.97,187.0,20.89,20.17,20.17,136.3,136.47,132.85,1594.62,162.5,113.49,353.38,51.6,889.73,640.37,156.9,164.08,158.43,1656.0,556.0,614.0,2826.0,172.0,117.0,14.0,374.0,45.0,671.0,833.0,1484.0,2040.0,141.0,297.0,1351.0,836.0,344.0,377.0,1579.0,486.0,147.0,48.72,59.85,53.93,59.0,73.0,40.0,2873.7,2212.0,2237.37,193.0,24.79,26.9,26.9,160.32,161.85,158.45
CBJ,2021,CBJ,CBJ,Team Level,5on5,47,0.45,0.48,0.47,141696.0,1141.9,95.69,75.7,267.95,37.03,634.82,477.81,92.89,95.9,93.11,1134.0,455.0,531.0,2120.0,102.0,78.0,18.0,302.0,43.0,452.0,612.0,1032.0,1487.0,139.0,297.0,1041.0,765.0,299.0,330.0,1193.0,318.0,78.0,35.47,37.6,22.61,40.0,38.0,24.0,2113.37,1589.0,1589.97,180.0,15.62,17.62,17.62,93.69,93.86,92.52,1299.61,114.71,89.7,297.38,41.8,729.95,534.52,111.1,116.29,112.63,1351.0,458.0,506.0,2315.0,129.0,91.0,11.0,317.0,33.0,554.0,685.0,1222.0,1680.0,131.0,277.0,1055.0,773.0,279.0,325.0,1324.0,402.0,83.0,41.9,49.46,23.36,52.0,62.0,15.0,2362.7,1809.0,1834.37,172.0,18.46,20.29,20.5,112.61,114.15,112.2
CBJ,2021,CBJ,CBJ,Team Level,4on5,47,0.15,0.18,0.2,12339.0,48.68,5.1,2.55,6.69,1.41,15.15,34.09,4.91,5.1,4.91,48.0,17.0,11.0,76.0,6.0,1.0,0.0,6.0,0.0,10.0,42.0,42.0,59.0,8.0,16.0,102.0,41.0,31.0,2.0,44.0,15.0,6.0,1.52,1.9,1.68,1.0,3.0,2.0,76.0,65.0,65.0,1.0,0.6,0.3,0.3,5.4,5.4,5.23,193.06,28.09,17.57,39.99,6.63,113.35,58.37,26.61,28.09,26.61,195.0,69.0,76.0,340.0,23.0,22.0,2.0,44.0,7.0,86.0,82.0,172.0,241.0,8.0,16.0,132.0,15.0,8.0,26.0,175.0,49.0,40.0,4.3,6.11,17.68,4.0,7.0,12.0,340.0,264.0,264.0,3.0,4.64,5.23,5.03,27.71,27.71,26.55
CBJ,2021,CBJ,CBJ,Team Level,5on4,47,0.79,0.83,0.8,12113.0,156.49,18.16,13.4,33.06,5.02,98.29,51.07,17.58,18.16,17.58,153.0,66.0,82.0,301.0,19.0,11.0,1.0,31.0,1.0,87.0,70.0,134.0,200.0,4.0,8.0,102.0,4.0,11.0,26.0,157.0,44.0,18.0,4.15,5.44,8.58,3.0,4.0,12.0,301.0,219.0,219.0,1.0,3.45,1.73,1.73,19.9,19.9,19.22,41.71,4.92,2.11,5.75,1.25,12.13,27.84,4.71,4.92,4.71,47.0,7.0,7.0,61.0,4.0,3.0,0.0,3.0,0.0,5.0,39.0,43.0,50.0,1.0,2.0,98.0,35.0,46.0,14.0,34.0,13.0,7.0,0.99,1.85,2.08,0.0,2.0,2.0,61.0,54.0,54.0,13.0,0.49,0.66,0.66,4.74,4.74,4.72
MIN,2021,MIN,MIN,Team Level,other,45,0.57,0.53,0.54,7918.0,114.75,25.91,8.52,20.44,3.74,64.56,36.81,24.61,25.91,24.61,126.0,34.0,49.0,209.0,30.0,9.0,4.0,13.0,6.0,51.0,51.0,96.0,130.0,7.0,14.0,86.0,36.0,15.0,16.0,91.0,32.0,37.0,3.52,3.98,18.42,6.0,6.0,18.0,209.0,160.0,160.0,6.0,2.65,3.97,3.97,24.59,24.59,23.76,95.28,19.29,6.86,17.28,3.45,52.82,34.29,17.87,19.29,17.87,90.0,44.0,48.0,182.0,14.0,6.0,1.0,19.0,2.0,51.0,42.0,76.0,120.0,9.0,18.0,103.0,23.0,22.0,19.0,75.0,30.0,29.0,2.93,3.88,12.48,3.0,1.0,10.0,182.0,134.0,134.0,9.0,1.97,2.14,2.14,19.12,19.12,17.96
MIN,2021,MIN,MIN,Team Level,all,45,0.51,0.5,0.5,164981.0,1413.3,140.4,99.25,317.47,45.47,790.97,567.44,134.97,142.06,136.58,1472.0,489.0,625.0,2586.0,170.0,108.0,26.0,339.0,43.0,628.0,673.0,1302.0,1791.0,195.0,455.0,1245.0,982.0,251.0,315.0,1475.0,348.0,138.0,44.31,42.78,53.3,63.0,55.0,52.0,2631.71,1961.0,1985.41,150.0,22.31,25.96,26.03,136.67,138.3,134.75,1423.82,137.44,99.38,321.46,45.75,805.32,573.66,128.75,136.51,127.87,1465.0,518.0,622.0,2605.0,131.0,83.0,17.0,343.0,52.0,622.0,752.0,1334.0,1852.0,183.0,426.0,1362.0,972.0,275.0,315.0,1478.0,369.0,136.0,42.05,45.42,49.97,37.0,46.0,48.0,2573.8,1983.0,1967.07,184.0,22.17,22.09,22.09,137.51,136.45,131.3
MIN,2021,MIN,MIN,Team Level,5on5,45,0.52,0.51,0.51,129870.0,1092.03,88.3,73.69,255.19,35.18,608.04,454.6,85.99,89.97,87.61,1126.0,389.0,492.0,2007.0,114.0,83.0,18.0,276.0,31.0,483.0,528.0,1012.0,1401.0,173.0,411.0,939.0,885.0,204.0,255.0,1168.0,276.0,71.0,34.93,33.55,19.82,54.0,41.0,19.0,2052.71,1515.0,1539.41,124.0,15.18,17.65,17.73,85.75,87.38,86.1,1052.04,81.55,70.14,249.37,33.57,593.43,434.95,79.12,80.62,78.24,1078.0,385.0,475.0,1938.0,87.0,55.0,9.0,271.0,41.0,436.0,573.0,991.0,1376.0,158.0,376.0,991.0,895.0,218.0,260.0,1134.0,266.0,63.0,31.54,32.86,17.14,31.0,39.0,17.0,1906.8,1463.0,1447.07,163.0,14.44,11.77,11.77,84.22,83.16,81.65
MIN,2021,MIN,MIN,Team Level,4on5,45,0.06,0.09,0.1,14904.0,26.45,2.08,1.32,3.75,0.85,8.83,20.17,2.07,2.08,2.07,28.0,9.0,5.0,42.0,1.0,0.0,0.0,3.0,0.0,6.0,27.0,27.0,36.0,4.0,8.0,113.0,41.0,25.0,17.0,30.0,6.0,1.0,0.99,0.67,0.41,0.0,1.0,0.0,42.0,37.0,37.0,15.0,0.31,0.0,0.0,2.39,2.39,2.37,241.18,33.67,20.75,50.08,7.77,148.09,78.64,28.89,33.67,28.89,258.0,81.0,91.0,430.0,29.0,22.0,7.0,50.0,8.0,123.0,107.0,229.0,310.0,8.0,16.0,142.0,14.0,11.0,27.0,233.0,66.0,40.0,6.56,7.83,19.27,2.0,6.0,21.0,430.0,339.0,339.0,3.0,5.37,8.18,8.18,30.86,30.86,28.47
MIN,2021,MIN,MIN,Team Level,5on4,45,0.89,0.86,0.84,12289.0,180.07,24.1,15.72,38.09,5.69,109.54,55.86,22.29,24.1,22.29,192.0,57.0,79.0,328.0,25.0,16.0,4.0,47.0,6.0,88.0,67.0,167.0,224.0,11.0,22.0,107.0,20.0,7.0,27.0,186.0,34.0,29.0,4.87,4.58,14.65,3.0,7.0,15.0,328.0,249.0,249.0,5.0,4.18,4.33,4.33,23.95,23.95,22.53,35.31,2.94,1.62,4.73,0.96,10.97,25.78,2.86,2.94,2.86,39.0,8.0,8.0,55.0,1.0,0.0,0.0,3.0,1.0,12.0,30.0,38.0,46.0,8.0,16.0,126.0,40.0,24.0,9.0,36.0,7.0,4.0,1.01,0.85,1.08,1.0,0.0,0.0,55.0,47.0,47.0,9.0,0.38,0.0,0.0,3.32,3.32,3.23
BUF,2021,BUF,BUF,Team Level,other,48,0.45,0.47,0.45,5317.0,63.54,12.56,4.8,11.39,2.15,36.0,22.11,10.49,12.56,10.49,64.0,25.0,27.0,116.0,11.0,4.0,0.0,15.0,4.0,29.0,26.0,53.0,78.0,4.0,8.0,62.0,15.0,11.0,8.0,56.0,17.0,16.0,1.76,1.96,8.83,2.0,2.0,7.0,116.0,89.0,89.0,4.0,1.37,1.49,1.49,12.44,12.44,10.65,78.17,15.67,5.41,14.46,2.56,41.95,26.96,14.54,15.67,14.54,81.0,26.0,24.0,131.0,19.0,9.0,1.0,13.0,3.0,35.0,28.0,62.0,88.0,2.0,4.0,72.0,21.0,10.0,12.0,60.0,24.0,23.0,2.44,2.74,10.48,3.0,6.0,10.0,131.0,107.0,107.0,4.0,1.54,2.91,2.91,14.29,14.29,13.63
BUF,2021,BUF,BUF,Team Level,all,48,0.43,0.47,0.46,174686.0,1334.88,115.25,90.83,305.91,43.69,760.88,556.43,109.92,114.95,109.62,1406.0,467.0,570.0,2443.0,129.0,83.0,21.0,320.0,54.0,543.0,744.0,1277.0,1744.0,152.0,348.0,1199.0,698.0,257.0,309.0,1452.0,322.0,99.0,40.98,38.84,35.43,43.0,49.0,37.0,2415.53,1873.0,1859.03,152.0,19.78,18.52,18.52,116.52,116.22,112.7,1596.22,151.42,111.64,357.74,51.61,903.47,651.11,144.74,152.18,145.51,1669.0,558.0,563.0,2790.0,166.0,134.0,26.0,334.0,66.0,685.0,842.0,1503.0,2061.0,147.0,334.0,1401.0,890.0,236.0,353.0,1653.0,423.0,151.0,49.05,50.99,51.39,56.0,59.0,51.0,2834.97,2227.0,2252.51,155.0,24.41,31.58,31.58,144.26,145.17,141.78
BUF,2021,BUF,BUF,Team Level,5on5,48,0.45,0.47,0.46,144630.0,1080.01,82.62,70.56,257.46,35.64,611.35,458.36,80.01,82.31,79.71,1129.0,387.0,475.0,1991.0,90.0,64.0,13.0,262.0,47.0,425.0,628.0,1039.0,1426.0,133.0,310.0,925.0,645.0,220.0,267.0,1192.0,266.0,58.0,34.16,32.27,16.19,33.0,41.0,16.0,1963.53,1516.0,1502.03,136.0,14.45,12.92,13.08,84.0,83.7,82.47,1262.22,101.49,84.04,295.26,40.57,712.51,527.15,97.8,102.24,98.58,1331.0,430.0,464.0,2225.0,110.0,98.0,15.0,286.0,51.0,535.0,681.0,1221.0,1651.0,137.0,314.0,1100.0,819.0,189.0,301.0,1368.0,307.0,86.0,40.49,36.77,24.23,44.0,49.0,17.0,2269.97,1761.0,1786.51,135.0,17.29,21.71,21.71,97.07,97.98,96.14
BUF,2021,BUF,BUF,Team Level,4on5,48,0.08,0.1,0.12,12655.0,29.73,2.7,1.45,3.95,0.87,9.82,22.2,2.67,2.7,2.67,34.0,7.0,3.0,44.0,3.0,2.0,2.0,4.0,0.0,5.0,27.0,31.0,38.0,4.0,8.0,96.0,28.0,23.0,12.0,31.0,8.0,2.0,0.89,1.14,0.67,0.0,2.0,1.0,44.0,41.0,41.0,11.0,0.33,0.35,0.35,2.69,2.69,2.68,217.75,29.92,20.06,42.85,7.24,136.15,69.78,28.27,29.92,28.27,210.0,96.0,70.0,376.0,32.0,24.0,7.0,32.0,11.0,109.0,98.0,178.0,274.0,4.0,8.0,122.0,13.0,6.0,26.0,191.0,81.0,34.0,5.27,10.14,14.5,8.0,4.0,20.0,376.0,306.0,306.0,2.0,5.1,6.06,6.06,28.96,28.96,28.08
BUF,2021,BUF,BUF,Team Level,5on4,48,0.8,0.83,0.81,12084.0,161.6,17.37,14.0,33.11,5.05,103.72,53.75,16.75,17.37,16.75,179.0,48.0,65.0,292.0,25.0,13.0,6.0,39.0,3.0,84.0,63.0,154.0,202.0,11.0,22.0,116.0,10.0,3.0,22.0,173.0,31.0,23.0,4.15,3.47,9.75,8.0,4.0,13.0,292.0,227.0,227.0,1.0,3.62,3.76,3.6,17.38,17.38,16.9,38.09,4.35,2.13,5.18,1.24,12.87,27.22,4.13,4.35,4.13,47.0,6.0,5.0,58.0,5.0,3.0,3.0,3.0,1.0,6.0,35.0,42.0,48.0,4.0,8.0,107.0,37.0,31.0,14.0,34.0,11.0,8.0,0.84,1.34,2.17,1.0,0.0,4.0,58.0,53.0,53.0,14.0,0.49,0.89,0.89,3.95,3.95,3.93
ANA,2021,ANA,ANA,Team Level,other,50,0.37,0.43,0.42,6298.0,81.05,15.02,5.07,14.71,2.76,43.4,34.04,14.75,15.02,14.75,84.0,31.0,39.0,154.0,16.0,3.0,0.0,11.0,3.0,39.0,43.0,68.0,99.0,7.0,14.0,79.0,20.0,8.0,18.0,65.0,32.0,18.0,2.57,3.67,8.78,4.0,4.0,8.0,154.0,115.0,115.0,7.0,1.45,0.64,0.64,15.84,15.84,15.66,117.48,26.06,7.97,19.73,3.61,60.2,43.42,23.19,26.06,23.19,121.0,40.0,47.0,208.0,24.0,2.0,0.0,15.0,4.0,59.0,57.0,97.0,137.0,3.0,4.0,86.0,21.0,20.0,14.0,88.0,43.0,30.0,3.6,5.0,17.46,6.0,5.0,13.0,208.0,161.0,161.0,4.0,2.25,0.66,0.66,27.66,27.66,24.7
ANA,2021,ANA,ANA,Team Level,all,50,0.47,0.48,0.47,183859.0,1480.7,131.95,99.25,340.3,48.74,819.88,621.88,128.14,132.7,128.85,1493.0,569.0,635.0,2697.0,143.0,107.0,19.0,318.0,48.0,622.0,824.0,1350.0,1919.0,180.0,428.0,1353.0,1012.0,309.0,475.0,1550.0,393.0,119.0,45.15,46.83,39.96,47.0,53.0,43.0,2717.82,2062.0,2074.21,242.0,21.8,20.43,20.69,133.06,133.61,131.41,1621.34,151.34,113.73,372.11,54.45,920.36,668.01,144.46,151.51,144.6,1665.0,615.0,696.0,2976.0,143.0,131.0,11.0,403.0,53.0,701.0,849.0,1522.0,2137.0,173.0,425.0,1425.0,1012.0,320.0,525.0,1710.0,451.0,119.0,51.37,54.02,45.94,49.0,62.0,32.0,2975.0,2280.0,2280.06,254.0,25.09,24.34,24.34,152.09,152.09,146.71
ANA,2021,ANA,ANA,Team Level,5on5,50,0.48,0.48,0.49,151142.0,1183.61,93.19,76.47,282.21,38.89,652.74,501.52,90.22,93.95,90.93,1193.0,452.0,498.0,2143.0,92.0,90.0,17.0,271.0,32.0,482.0,678.0,1101.0,1553.0,160.0,385.0,1010.0,941.0,266.0,396.0,1263.0,306.0,76.0,36.02,36.53,20.64,36.0,38.0,18.0,2163.82,1645.0,1657.21,213.0,15.78,17.61,17.87,91.12,91.66,90.25,1235.03,99.72,83.04,297.08,41.94,701.67,520.55,96.76,99.88,96.9,1259.0,485.0,579.0,2323.0,98.0,107.0,9.0,321.0,42.0,513.0,663.0,1161.0,1646.0,155.0,388.0,1111.0,929.0,268.0,447.0,1348.0,328.0,68.0,40.49,39.49,19.74,41.0,46.0,11.0,2322.0,1744.0,1744.05,224.0,17.08,20.57,20.81,95.99,95.99,94.56
ANA,2021,ANA,ANA,Team Level,4on5,50,0.15,0.13,0.14,13444.0,38.67,4.14,2.12,5.17,1.15,12.35,28.05,4.09,4.14,4.09,48.0,5.0,6.0,59.0,4.0,2.0,0.0,3.0,0.0,7.0,37.0,44.0,49.0,5.0,13.0,116.0,34.0,25.0,22.0,38.0,10.0,5.0,1.23,1.21,1.71,1.0,1.0,2.0,59.0,53.0,53.0,22.0,0.49,0.43,0.43,4.21,4.21,4.18,233.91,22.85,21.05,50.22,7.85,147.04,77.98,21.84,22.85,21.84,244.0,83.0,67.0,394.0,19.0,22.0,2.0,60.0,6.0,122.0,98.0,225.0,308.0,13.0,29.0,135.0,11.0,9.0,36.0,238.0,69.0,20.0,6.23,8.08,8.54,2.0,9.0,8.0,394.0,327.0,327.0,1.0,5.36,3.11,2.88,25.34,25.34,24.39
ANA,2021,ANA,ANA,Team Level,5on4,50,0.88,0.87,0.84,12975.0,177.37,19.59,15.59,38.23,5.93,111.38,58.27,19.08,19.59,19.08,168.0,81.0,92.0,341.0,31.0,12.0,2.0,33.0,13.0,94.0,66.0,137.0,218.0,8.0,16.0,148.0,17.0,10.0,39.0,184.0,45.0,20.0,5.34,5.42,8.83,6.0,10.0,15.0,341.0,249.0,249.0,0.0,4.07,1.75,1.75,21.91,21.91,21.31,34.93,2.72,1.65,5.07,1.05,11.45,26.06,2.68,2.72,2.68,41.0,7.0,3.0,51.0,2.0,0.0,0.0,7.0,1.0,7.0,31.0,39.0,46.0,2.0,4.0,93.0,51.0,23.0,28.0,36.0,11.0,1.0,1.06,1.46,0.2,0.0,2.0,0.0,51.0,48.0,48.0,25.0,0.38,0.0,0.0,3.1,3.1,3.06
VAN,2021,VAN,VAN,Team Level,other,49,0.54,0.55,0.55,6307.0,106.07,23.49,7.47,18.71,3.47,55.56,34.29,21.54,23.49,21.54,113.0,30.0,40.0,183.0,17.0,11.0,3.0,21.0,6.0,47.0,41.0,96.0,126.0,7.0,17.0,77.0,17.0,12.0,14.0,71.0,41.0,31.0,3.02,5.11,15.35,5.0,2.0,10.0,183.0,143.0,143.0,5.0,2.14,3.34,3.34,22.29,22.29,20.42,84.33,20.07,5.47,14.38,2.75,42.27,31.05,18.02,20.07,18.02,88.0,28.0,34.0,150.0,19.0,3.0,1.0,10.0,3.0,42.0,39.0,69.0,97.0,6.0,15.0,74.0,22.0,8.0,10.0,56.0,35.0,25.0,1.95,4.4,13.72,2.0,4.0,13.0,150.0,116.0,116.0,5.0,1.6,0.61,0.61,21.07,21.07,19.06
VAN,2021,VAN,VAN,Team Level,all,49,0.49,0.5,0.5,178905.0,1500.66,142.85,103.45,345.93,50.16,860.19,614.42,137.12,142.95,137.23,1575.0,542.0,740.0,2857.0,123.0,113.0,19.0,356.0,57.0,683.0,785.0,1452.0,1994.0,175.0,405.0,1425.0,1123.0,318.0,369.0,1620.0,368.0,129.0,47.8,44.92,50.14,52.0,30.0,41.0,2846.98,2117.0,2112.83,230.0,22.92,25.18,25.18,140.59,140.67,136.66,1500.74,149.85,104.66,341.78,49.95,851.27,615.48,143.44,150.38,143.96,1560.0,553.0,729.0,2842.0,132.0,123.0,19.0,371.0,52.0,694.0,741.0,1428.0,1981.0,191.0,419.0,1353.0,1088.0,324.0,366.0,1545.0,420.0,148.0,44.81,51.07,53.97,39.0,42.0,51.0,2860.67,2113.0,2121.5,201.0,23.11,25.78,25.89,147.07,147.39,142.75
VAN,2021,VAN,VAN,Team Level,5on5,49,0.49,0.5,0.5,145023.0,1159.94,90.66,75.96,279.38,38.63,665.23,490.14,87.87,90.77,87.99,1215.0,425.0,582.0,2222.0,76.0,85.0,12.0,289.0,39.0,529.0,622.0,1139.0,1564.0,157.0,366.0,1092.0,1048.0,259.0,307.0,1296.0,280.0,64.0,38.36,34.17,18.14,41.0,22.0,13.0,2211.98,1640.0,1635.83,205.0,15.58,17.11,17.11,89.14,89.22,87.9,1159.25,95.24,77.79,277.31,38.86,662.28,488.51,92.58,95.77,93.1,1205.0,435.0,591.0,2231.0,74.0,90.0,11.0,312.0,38.0,532.0,594.0,1131.0,1566.0,172.0,380.0,1034.0,1013.0,275.0,314.0,1253.0,311.0,76.0,36.5,37.73,21.02,31.0,29.0,14.0,2249.67,1640.0,1648.5,180.0,16.03,18.47,18.59,92.69,93.0,91.62
VAN,2021,VAN,VAN,Team Level,4on5,49,0.07,0.1,0.11,12830.0,28.08,2.43,1.52,3.93,0.85,9.57,20.69,2.39,2.43,2.39,31.0,8.0,6.0,45.0,1.0,1.0,0.0,2.0,0.0,7.0,28.0,30.0,38.0,6.0,12.0,107.0,46.0,36.0,20.0,31.0,5.0,3.0,0.83,0.78,0.82,0.0,0.0,1.0,45.0,39.0,39.0,20.0,0.35,0.36,0.36,2.42,2.42,2.38,219.19,30.71,19.39,44.58,7.18,133.92,69.21,29.07,30.71,29.07,220.0,85.0,99.0,404.0,36.0,29.0,7.0,42.0,11.0,110.0,77.0,184.0,269.0,9.0,16.0,129.0,10.0,12.0,25.0,200.0,65.0,40.0,5.43,7.87,17.42,5.0,8.0,23.0,404.0,305.0,305.0,3.0,5.02,6.54,6.54,29.19,29.19,27.98
VAN,2021,VAN,VAN,Team Level,5on4,49,0.87,0.88,0.85,14745.0,206.56,26.27,18.49,43.91,7.22,129.83,69.29,25.32,26.27,25.32,216.0,79.0,112.0,407.0,29.0,16.0,4.0,44.0,12.0,100.0,94.0,187.0,266.0,5.0,10.0,149.0,12.0,11.0,28.0,222.0,42.0,31.0,5.59,4.85,15.83,6.0,6.0,17.0,407.0,295.0,295.0,0.0,4.84,4.37,4.37,26.74,26.74,25.96,37.96,3.82,2.0,5.52,1.17,12.79,26.71,3.77,3.82,3.77,47.0,5.0,5.0,57.0,3.0,1.0,0.0,7.0,0.0,10.0,31.0,44.0,49.0,4.0,8.0,116.0,43.0,29.0,17.0,36.0,9.0,7.0,0.93,1.08,1.81,1.0,1.0,1.0,57.0,52.0,52.0,13.0,0.46,0.16,0.16,4.12,4.12,4.1
